car_id,date,dealer_name,dealer_region,company_id,model,engine,transmission,color,body_style,price_$
C_CND_004635,2022-08-15,Motor Vehicle Branch Office,Austin,CMP_002,Ram Van,Double Overhead Camshaft,Auto,Red,Hatchback,31000
C_CND_004647,2022-08-16,Ryder Truck Rental and Leasing,Middletown,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,22000
C_CND_004778,2022-08-21,Capitol KIA,Greenville,CMP_009,Cougar,Overhead Camshaft,Manual,Red,Hatchback,22000
C_CND_004891,2022-08-24,Capitol KIA,Greenville,CMP_001,Focus,Overhead Camshaft,Manual,Black,Hardtop,49000
C_CND_004962,2022-08-25,Chrysler Plymouth,Janesville,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_005291,2022-09-06,Saab-Belle Dodge,Aurora,CMP_028,Neon,Double Overhead Camshaft,Auto,Pale White,SUV,27000
C_CND_005412,2022-09-08,Clay Johnson Auto Sales,Janesville,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,27000
C_CND_005564,2022-09-12,Suburban Ford,Austin,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,27000
C_CND_005926,2022-09-18,Rabun Used Car Sales,Janesville,CMP_006,3000GT,Double Overhead Camshaft,Auto,Pale White,Sedan,19000
C_CND_006121,2022-09-22,Suburban Ford,Janesville,CMP_006,Eclipse,Double Overhead Camshaft,Auto,Black,Hardtop,27000
C_CND_006684,2022-10-03,Scrivener Performance Engineering,Greenville,CMP_028,Neon,Overhead Camshaft,Manual,Black,SUV,29000
C_CND_006699,2022-10-03,Buddy Storbeck's Diesel Service Inc,Pasco,CMP_027,LS400,Overhead Camshaft,Manual,Black,Sedan,69000
C_CND_007543,2022-11-05,Tri-State Mack Inc,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Black,Hatchback,16000
C_CND_007867,2022-11-10,Rabun Used Car Sales,Scottsdale,CMP_010,323i,Double Overhead Camshaft,Auto,Red,Hatchback,22000
C_CND_007894,2022-11-10,Progressive Shippers Cooperative Association No,Greenville,CMP_018,Passat,Double Overhead Camshaft,Auto,Red,Hatchback,13000
C_CND_007920,2022-11-12,Chrysler Plymouth,Janesville,CMP_001,Taurus,Double Overhead Camshaft,Auto,Black,SUV,12001
C_CND_009910,2022-12-15,Saab-Belle Dodge,Aurora,CMP_002,Ram Wagon,Double Overhead Camshaft,Auto,Black,Passenger,22001
C_CND_010119,2022-12-20,Scrivener Performance Engineering,Greenville,CMP_006,Diamante,Overhead Camshaft,Manual,Pale White,Hatchback,19000
C_CND_010381,2022-12-25,New Castle Ford Lincoln Mercury,Aurora,CMP_007,Corvette,Overhead Camshaft,Manual,Black,SUV,26000
C_CND_010872,2023-01-17,Race Car Help,Austin,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,26100
C_CND_011258,2023-02-07,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,25500
C_CND_011362,2023-02-16,New Castle Ford Lincoln Mercury,Aurora,CMP_008,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,20200
C_CND_011526,2023-02-28,Ryder Truck Rental and Leasing,Middletown,CMP_008,Altima,Double Overhead Camshaft,Auto,Red,Hatchback,21000
C_CND_011884,2023-03-12,Diehl Motor CO Inc,Middletown,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,16100
C_CND_012114,2023-03-18,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,43000
C_CND_012260,2023-03-26,Enterprise Rent A Car,Aurora,CMP_014,CR-V,Double Overhead Camshaft,Auto,Red,SUV,12000
C_CND_012290,2023-03-28,Hatfield Volkswagen,Pasco,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,18050
C_CND_012358,2023-03-31,Tri-State Mack Inc,Scottsdale,CMP_018,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,12000
C_CND_012370,2023-04-01,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_014,Accord,Overhead Camshaft,Manual,Black,Sedan,43000
C_CND_012687,2023-04-10,Saab-Belle Dodge,Aurora,CMP_007,Malibu,Overhead Camshaft,Manual,Red,Hardtop,82000
C_CND_012750,2023-04-12,Capitol KIA,Scottsdale,CMP_002,Stratus,Double Overhead Camshaft,Auto,Red,Hatchback,31501
C_CND_013135,2023-04-23,Iceberg Rentals,Janesville,CMP_007,Corvette,Double Overhead Camshaft,Auto,Pale White,SUV,25001
C_CND_013283,2023-05-02,Saab-Belle Dodge,Janesville,CMP_002,Caravan,Double Overhead Camshaft,Auto,Black,Hardtop,23000
C_CND_013458,2023-05-07,Race Car Help,Austin,CMP_006,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,36001
C_CND_013638,2023-05-12,Nebo Chevrolet,Middletown,CMP_009,Cougar,Overhead Camshaft,Manual,Red,Hatchback,22000
C_CND_013710,2023-05-15,Race Car Help,Austin,CMP_004,Camry,Double Overhead Camshaft,Auto,Red,Hatchback,31000
C_CND_013806,2023-05-19,Saab-Belle Dodge,Aurora,CMP_001,Mustang,Double Overhead Camshaft,Auto,Pale White,Hatchback,10000
C_CND_014426,2023-06-04,U-Haul CO,Austin,CMP_027,GS400,Double Overhead Camshaft,Auto,Black,Hatchback,12000
C_CND_014561,2023-06-06,Ryder Truck Rental and Leasing,Middletown,CMP_020,SC,Double Overhead Camshaft,Auto,Black,Hardtop,33000
C_CND_015121,2023-06-23,Pars Auto Sales,Greenville,CMP_012,Outback,Double Overhead Camshaft,Auto,Pale White,SUV,57001
C_CND_015161,2023-06-23,Hatfield Volkswagen,Greenville,CMP_010,323i,Double Overhead Camshaft,Auto,Pale White,Hatchback,19001
C_CND_015179,2023-06-24,Chrysler of Tri-Cities,Pasco,CMP_001,Expedition,Overhead Camshaft,Manual,Black,SUV,10000
C_CND_015184,2023-06-24,Rabun Used Car Sales,Scottsdale,CMP_019,LeSabre,Overhead Camshaft,Manual,Black,Sedan,20000
C_CND_016044,2023-07-19,Tri-State Mack Inc,Greenville,CMP_002,Durango,Double Overhead Camshaft,Auto,Black,SUV,24101
C_CND_016184,2023-07-23,Star Enterprises Inc,Pasco,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,22001
C_CND_016490,2023-08-04,Pars Auto Sales,Greenville,CMP_010,323i,Double Overhead Camshaft,Auto,Pale White,Hatchback,15000
C_CND_016551,2023-08-08,C & M Motors Inc,Aurora,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,12000
C_CND_016597,2023-08-09,Saab-Belle Dodge,Janesville,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,29001
C_CND_016742,2023-08-15,New Castle Ford Lincoln Mercury,Austin,CMP_007,Malibu,Double Overhead Camshaft,Auto,Pale White,SUV,25000
C_CND_016982,2023-08-23,Nebo Chevrolet,Middletown,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,SUV,26000
C_CND_017293,2023-08-30,Saab-Belle Dodge,Aurora,CMP_003,Eldorado,Double Overhead Camshaft,Auto,Black,Passenger,60000
C_CND_017503,2023-09-02,Suburban Ford,Janesville,CMP_024,Grand Am,Double Overhead Camshaft,Auto,Pale White,SUV,19100
C_CND_018019,2023-09-08,Ryder Truck Rental and Leasing,Middletown,CMP_027,LX470,Overhead Camshaft,Manual,Pale White,SUV,54000
C_CND_018196,2023-09-12,Progressive Shippers Cooperative Association No,Janesville,CMP_011,300M,Double Overhead Camshaft,Auto,Pale White,SUV,22001
C_CND_018226,2023-09-12,Race Car Help,Middletown,CMP_007,Prizm,Double Overhead Camshaft,Auto,Red,SUV,15500
C_CND_018826,2023-09-24,Ryder Truck Rental and Leasing,Middletown,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,71000
C_CND_018972,2023-09-26,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_014,Passport,Overhead Camshaft,Manual,Black,Hardtop,22000
C_CND_018987,2023-09-26,Diehl Motor CO Inc,Austin,CMP_003,Seville,Overhead Camshaft,Manual,Pale White,Hardtop,17750
C_CND_018988,2023-09-26,U-Haul CO,Austin,CMP_020,LW,Overhead Camshaft,Manual,Pale White,Hatchback,13001
C_CND_019018,2023-09-26,Rabun Used Car Sales,Scottsdale,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,20000
C_CND_019218,2023-10-03,Chrysler Plymouth,Janesville,CMP_018,Beetle,Double Overhead Camshaft,Auto,Red,Hardtop,45001
C_CND_019745,2023-10-21,Saab-Belle Dodge,Aurora,CMP_011,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,Sedan,19001
C_CND_019898,2023-10-24,Pars Auto Sales,Greenville,CMP_018,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,32001
C_CND_020881,2023-11-11,Suburban Ford,Austin,CMP_006,Diamante,Overhead Camshaft,Manual,Black,Hatchback,49000
C_CND_020991,2023-11-13,Motor Vehicle Branch Office,Austin,CMP_024,Grand Am,Double Overhead Camshaft,Auto,Pale White,SUV,19000
C_CND_021128,2023-11-15,Race Car Help,Austin,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,31000
C_CND_021167,2023-11-18,Iceberg Rentals,Janesville,CMP_003,DeVille,Double Overhead Camshaft,Auto,Pale White,SUV,69001
C_CND_021206,2023-11-18,Classic Chevy,Scottsdale,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62000
C_CND_021304,2023-11-19,Tri-State Mack Inc,Middletown,CMP_006,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,36000
C_CND_021356,2023-11-20,Motor Vehicle Branch Office,Austin,CMP_007,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,12001
C_CND_021645,2023-11-24,Motor Vehicle Branch Office,Austin,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,17000
C_CND_021677,2023-11-24,Nebo Chevrolet,Greenville,CMP_004,Tacoma,Double Overhead Camshaft,Auto,Pale White,Hardtop,53001
C_CND_021818,2023-11-26,Progressive Shippers Cooperative Association No,Janesville,CMP_001,Expedition,Overhead Camshaft,Manual,Black,SUV,10000
C_CND_021867,2023-11-27,Progressive Shippers Cooperative Association No,Janesville,CMP_011,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,21000
C_CND_022073,2023-12-01,Saab-Belle Dodge,Austin,CMP_006,Eclipse,Overhead Camshaft,Manual,Black,Hardtop,25000
C_CND_022433,2023-12-06,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_001,Crown Victoria,Double Overhead Camshaft,Auto,Red,Passenger,29001
C_CND_022704,2023-12-10,Capitol KIA,Austin,CMP_004,Tacoma,Double Overhead Camshaft,Auto,Pale White,Hardtop,53000
C_CND_022708,2023-12-10,Tri-State Mack Inc,Scottsdale,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,25000
C_CND_022936,2023-12-12,Tri-State Mack Inc,Austin,CMP_001,Focus,Overhead Camshaft,Manual,Black,Hardtop,49701
C_CND_023072,2023-12-15,Capitol KIA,Austin,CMP_028,Neon,Double Overhead Camshaft,Auto,Black,SUV,9000
C_CND_023221,2023-12-18,Progressive Shippers Cooperative Association No,Middletown,CMP_014,Accord,Overhead Camshaft,Manual,Red,Sedan,14000
C_CND_023303,2023-12-22,Chrysler of Tri-Cities,Pasco,CMP_001,Explorer,Double Overhead Camshaft,Auto,Red,Hatchback,41400
C_CND_023499,2023-12-25,Progressive Shippers Cooperative Association No,Janesville,CMP_001,Expedition,Overhead Camshaft,Manual,Black,SUV,18000
C_CND_000070,2022-01-04,Clay Johnson Auto Sales,Pasco,CMP_006,Diamante,Double Overhead Camshaft,Auto,Pale White,Hatchback,21000
C_CND_000327,2022-02-03,Rabun Used Car Sales,Scottsdale,CMP_017,Boxter,Double Overhead Camshaft,Auto,Black,SUV,26000
C_CND_000408,2022-02-08,Star Enterprises Inc,Pasco,CMP_014,Accord,Overhead Camshaft,Manual,Black,Sedan,43500
C_CND_000657,2022-03-01,Progressive Shippers Cooperative Association No,Janesville,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,Hardtop,26000
C_CND_001151,2022-03-22,Ryder Truck Rental and Leasing,Middletown,CMP_026,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,24000
C_CND_001213,2022-03-26,U-Haul CO,Austin,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,SUV,27001
C_CND_001240,2022-03-26,Motor Vehicle Branch Office,Janesville,CMP_017,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,32000
C_CND_001242,2022-03-27,Gartner Buick Hyundai Saab,Greenville,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,14000
C_CND_001681,2022-04-14,Classic Chevy,Scottsdale,CMP_011,Sebring Coupe,Overhead Camshaft,Manual,Black,Sedan,12001
C_CND_001850,2022-04-18,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_010,528i,Double Overhead Camshaft,Auto,Pale White,SUV,62000
C_CND_001863,2022-04-18,Motor Vehicle Branch Office,Austin,CMP_018,GTI,Overhead Camshaft,Manual,Black,SUV,25000
C_CND_001886,2022-04-19,Clay Johnson Auto Sales,Austin,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,43000
C_CND_001932,2022-04-21,Clay Johnson Auto Sales,Austin,CMP_023,C70,Overhead Camshaft,Manual,Red,Hatchback,82000
C_CND_002030,2022-04-26,Hatfield Volkswagen,Pasco,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62600
C_CND_002044,2022-04-27,Capitol KIA,Greenville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,SUV,20000
C_CND_002378,2022-05-10,Gartner Buick Hyundai Saab,Austin,CMP_017,Boxter,Double Overhead Camshaft,Auto,Black,SUV,26000
C_CND_002618,2022-05-24,Hatfield Volkswagen,Pasco,CMP_007,Metro,Overhead Camshaft,Manual,Red,Passenger,37000
C_CND_003406,2022-06-22,Tri-State Mack Inc,Scottsdale,CMP_009,Grand Marquis,Double Overhead Camshaft,Auto,Black,SUV,19500
C_CND_003407,2022-06-22,U-Haul CO,Austin,CMP_001,Crown Victoria,Double Overhead Camshaft,Auto,Red,Passenger,29000
C_CND_003963,2022-07-14,Classic Chevy,Scottsdale,CMP_007,Metro,Double Overhead Camshaft,Auto,Black,Passenger,31500
C_CND_004047,2022-07-18,Chrysler of Tri-Cities,Pasco,CMP_002,Dakota,Overhead Camshaft,Manual,Red,Sedan,12000
C_CND_004153,2022-07-25,Classic Chevy,Scottsdale,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,12300
C_CND_004360,2022-08-06,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,14000
C_CND_004529,2022-08-09,Iceberg Rentals,Middletown,CMP_030,Wrangler,Double Overhead Camshaft,Auto,Red,Hatchback,13000
C_CND_004546,2022-08-10,Clay Johnson Auto Sales,Austin,CMP_026,Silhouette,Overhead Camshaft,Manual,Red,Sedan,34501
C_CND_004573,2022-08-10,Chrysler of Tri-Cities,Pasco,CMP_030,Cherokee,Double Overhead Camshaft,Auto,Pale White,Sedan,36500
C_CND_005103,2022-09-01,Scrivener Performance Engineering,Greenville,CMP_025,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,19000
C_CND_005156,2022-09-03,Race Car Help,Austin,CMP_023,S40,Overhead Camshaft,Manual,Red,Sedan,22000
C_CND_005619,2022-09-13,Saab-Belle Dodge,Aurora,CMP_026,Silhouette,Double Overhead Camshaft,Auto,Black,Sedan,60000
C_CND_005845,2022-09-17,Tri-State Mack Inc,Greenville,CMP_002,Caravan,Double Overhead Camshaft,Auto,Pale White,Hardtop,38000
C_CND_005891,2022-09-18,Saab-Belle Dodge,Aurora,CMP_002,Avenger,Double Overhead Camshaft,Auto,Pale White,Passenger,39000
C_CND_005929,2022-09-18,Saab-Belle Dodge,Janesville,CMP_011,300M,Double Overhead Camshaft,Auto,Black,SUV,26500
C_CND_006065,2022-09-21,Ryder Truck Rental and Leasing,Middletown,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,15000
C_CND_006336,2022-09-25,Pars Auto Sales,Greenville,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,28000
C_CND_006497,2022-09-27,Star Enterprises Inc,Pasco,CMP_027,ES300,Overhead Camshaft,Manual,Black,Hardtop,34000
C_CND_006502,2022-09-27,Ryder Truck Rental and Leasing,Austin,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,12000
C_CND_006580,2022-10-01,Motor Vehicle Branch Office,Austin,CMP_020,LS,Double Overhead Camshaft,Auto,Pale White,Sedan,45180
C_CND_006755,2022-10-05,McKinney Dodge Chrysler Jeep,Aurora,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,71800
C_CND_006886,2022-10-12,Suburban Ford,Janesville,CMP_020,LW,Double Overhead Camshaft,Auto,Pale White,Hatchback,18000
C_CND_007605,2022-11-07,Scrivener Performance Engineering,Greenville,CMP_005,Integra,Double Overhead Camshaft,Auto,Black,Passenger,45000
C_CND_008061,2022-11-13,Ryder Truck Rental and Leasing,Greenville,CMP_018,Passat,Double Overhead Camshaft,Auto,Red,Hatchback,13000
C_CND_008184,2022-11-16,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,34501
C_CND_008205,2022-11-16,Saab-Belle Dodge,Aurora,CMP_010,328i,Double Overhead Camshaft,Auto,Black,Sedan,18000
C_CND_008286,2022-11-17,Saab-Belle Dodge,Austin,CMP_001,Expedition,Overhead Camshaft,Manual,Pale White,SUV,14000
C_CND_008310,2022-11-19,Capitol KIA,Middletown,CMP_011,LHS,Overhead Camshaft,Manual,Black,Hatchback,51800
C_CND_008561,2022-11-22,U-Haul CO,Austin,CMP_001,Mustang,Overhead Camshaft,Manual,Black,Hatchback,22001
C_CND_008911,2022-11-29,Diehl Motor CO Inc,Middletown,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,24001
C_CND_008997,2022-11-30,C & M Motors Inc,Aurora,CMP_027,LS400,Overhead Camshaft,Manual,Red,Sedan,13000
C_CND_009121,2022-12-03,Scrivener Performance Engineering,Greenville,CMP_007,Cavalier,Overhead Camshaft,Manual,Red,SUV,20001
C_CND_009215,2022-12-04,Hatfield Volkswagen,Pasco,CMP_006,3000GT,Overhead Camshaft,Manual,Red,Sedan,20000
C_CND_009260,2022-12-05,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_006,3000GT,Double Overhead Camshaft,Auto,Pale White,Sedan,12000
C_CND_009275,2022-12-05,Rabun Used Car Sales,Scottsdale,CMP_009,Cougar,Overhead Camshaft,Manual,Red,Hatchback,22001
C_CND_009756,2022-12-12,C & M Motors Inc,Aurora,CMP_006,Montero Sport,Overhead Camshaft,Manual,Pale White,Hardtop,29000
C_CND_009865,2022-12-14,Ryder Truck Rental and Leasing,Middletown,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,26000
C_CND_009957,2022-12-17,Ryder Truck Rental and Leasing,Middletown,CMP_023,S40,Double Overhead Camshaft,Auto,Pale White,Sedan,42001
C_CND_009988,2022-12-17,Hatfield Volkswagen,Pasco,CMP_018,GTI,Double Overhead Camshaft,Auto,Pale White,SUV,20000
C_CND_010168,2022-12-21,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Land Cruiser,Double Overhead Camshaft,Auto,Black,SUV,21000
C_CND_010376,2022-12-25,New Castle Ford Lincoln Mercury,Aurora,CMP_020,SC,Double Overhead Camshaft,Auto,Black,Hardtop,33500
C_CND_010464,2022-12-27,Ryder Truck Rental and Leasing,Middletown,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,31001
C_CND_010667,2023-01-03,Race Car Help,Austin,CMP_006,Montero,Overhead Camshaft,Manual,Black,SUV,16001
C_CND_010828,2023-01-15,Capitol KIA,Greenville,CMP_018,Golf,Double Overhead Camshaft,Auto,Pale White,Hardtop,18001
C_CND_011405,2023-02-19,Tri-State Mack Inc,Scottsdale,CMP_006,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,36000
C_CND_011418,2023-02-19,Gartner Buick Hyundai Saab,Pasco,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,27001
C_CND_011481,2023-02-22,Saab-Belle Dodge,Aurora,CMP_006,Diamante,Overhead Camshaft,Manual,Black,Hatchback,22001
C_CND_011516,2023-02-27,Gartner Buick Hyundai Saab,Greenville,CMP_003,Eldorado,Overhead Camshaft,Manual,Black,Passenger,85000
C_CND_011528,2023-02-28,Hatfield Volkswagen,Pasco,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,43000
C_CND_011612,2023-03-03,U-Haul CO,Austin,CMP_021,C-Class,Double Overhead Camshaft,Auto,Black,Hatchback,14000
C_CND_011827,2023-03-10,McKinney Dodge Chrysler Jeep,Middletown,CMP_002,Viper,Double Overhead Camshaft,Auto,Red,SUV,31001
C_CND_012021,2023-03-14,Scrivener Performance Engineering,Greenville,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,27000
C_CND_012354,2023-03-31,Saab-Belle Dodge,Aurora,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,16000
C_CND_012461,2023-04-03,U-Haul CO,Austin,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,26000
C_CND_012470,2023-04-03,Gartner Buick Hyundai Saab,Greenville,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Red,SUV,25000
C_CND_012515,2023-04-05,Ryder Truck Rental and Leasing,Middletown,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,31000
C_CND_012584,2023-04-08,Progressive Shippers Cooperative Association No,Janesville,CMP_014,Accord,Overhead Camshaft,Manual,Black,Sedan,43500
C_CND_012608,2023-04-08,Clay Johnson Auto Sales,Austin,CMP_029,3-Sep,Double Overhead Camshaft,Auto,Red,Sedan,69001
C_CND_012678,2023-04-10,Saab-Belle Dodge,Aurora,CMP_003,Eldorado,Overhead Camshaft,Manual,Black,Passenger,29000
C_CND_012726,2023-04-12,Diehl Motor CO Inc,Middletown,CMP_001,Windstar,Overhead Camshaft,Manual,Pale White,Sedan,17900
C_CND_012743,2023-04-12,U-Haul CO,Austin,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,71001
C_CND_012744,2023-04-12,Progressive Shippers Cooperative Association No,Janesville,CMP_025,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,26801
C_CND_012946,2023-04-19,Nebo Chevrolet,Middletown,CMP_003,DeVille,Double Overhead Camshaft,Auto,Red,SUV,69000
C_CND_013612,2023-05-11,Ryder Truck Rental and Leasing,Middletown,CMP_018,Cabrio,Double Overhead Camshaft,Auto,Black,Sedan,16000
C_CND_013746,2023-05-17,Clay Johnson Auto Sales,Austin,CMP_003,Catera,Double Overhead Camshaft,Auto,Red,Hatchback,28001
C_CND_013838,2023-05-19,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_012,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,22001
C_CND_013840,2023-05-19,New Castle Ford Lincoln Mercury,Aurora,CMP_011,Concorde,Double Overhead Camshaft,Auto,Pale White,Hardtop,46001
C_CND_013995,2023-05-24,Rabun Used Car Sales,Pasco,CMP_018,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,31201
C_CND_014056,2023-05-26,Suburban Ford,Janesville,CMP_014,Civic,Overhead Camshaft,Manual,Black,Hatchback,43500
C_CND_014244,2023-05-30,Enterprise Rent A Car,Aurora,CMP_021,S-Class,Double Overhead Camshaft,Auto,Pale White,SUV,10000
C_CND_014389,2023-06-03,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_008,Xterra,Double Overhead Camshaft,Auto,Black,Passenger,26000
C_CND_014454,2023-06-05,Suburban Ford,Janesville,CMP_012,Forester,Overhead Camshaft,Manual,Pale White,Hardtop,17100
C_CND_014552,2023-06-06,Hatfield Volkswagen,Pasco,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,16000
C_CND_014686,2023-06-12,Star Enterprises Inc,Pasco,CMP_008,Pathfinder,Double Overhead Camshaft,Auto,Pale White,Hardtop,31000
C_CND_014985,2023-06-18,Tri-State Mack Inc,Scottsdale,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,31001
C_CND_015080,2023-06-20,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,Hardtop,21500
C_CND_015208,2023-06-25,Enterprise Rent A Car,Aurora,CMP_004,Celica,Double Overhead Camshaft,Auto,Pale White,SUV,31000
C_CND_015534,2023-07-07,Classic Chevy,Scottsdale,CMP_021,S-Class,Overhead Camshaft,Manual,Black,SUV,18000
C_CND_015997,2023-07-18,Rabun Used Car Sales,Middletown,CMP_002,Durango,Double Overhead Camshaft,Auto,Black,SUV,19001
C_CND_016435,2023-08-01,Capitol KIA,Austin,CMP_005,TL,Double Overhead Camshaft,Auto,Black,Hatchback,28000
C_CND_016586,2023-08-09,Clay Johnson Auto Sales,Austin,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,17000
C_CND_016620,2023-08-12,Tri-State Mack Inc,Scottsdale,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Black,SUV,16000
C_CND_016889,2023-08-21,New Castle Ford Lincoln Mercury,Aurora,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,31000
C_CND_017506,2023-09-02,Progressive Shippers Cooperative Association No,Janesville,CMP_006,3000GT,Overhead Camshaft,Manual,Pale White,Sedan,20001
C_CND_017508,2023-09-02,Race Car Help,Austin,CMP_025,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,19001
C_CND_017634,2023-09-04,Suburban Ford,Janesville,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,28000
C_CND_018336,2023-09-15,Hatfield Volkswagen,Pasco,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,34000
C_CND_018410,2023-09-17,C & M Motors Inc,Middletown,CMP_011,Concorde,Overhead Camshaft,Manual,Black,SUV,18000
C_CND_018417,2023-09-17,Classic Chevy,Greenville,CMP_009,Mountaineer,Double Overhead Camshaft,Auto,Pale White,SUV,21000
C_CND_018421,2023-09-17,C & M Motors Inc,Scottsdale,CMP_011,Concorde,Overhead Camshaft,Manual,Black,SUV,18000
C_CND_018434,2023-09-17,Suburban Ford,Janesville,CMP_006,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,36001
C_CND_018560,2023-09-19,New Castle Ford Lincoln Mercury,Aurora,CMP_018,GTI,Overhead Camshaft,Manual,Black,SUV,25000
C_CND_018862,2023-09-25,Star Enterprises Inc,Pasco,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Black,Hardtop,19000
C_CND_018936,2023-09-25,Iceberg Rentals,Janesville,CMP_002,Ram Wagon,Double Overhead Camshaft,Auto,Black,Passenger,22000
C_CND_018939,2023-09-25,Nebo Chevrolet,Middletown,CMP_004,Corolla,Overhead Camshaft,Manual,Red,Passenger,14000
C_CND_019170,2023-10-01,Rabun Used Car Sales,Scottsdale,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,18000
C_CND_019576,2023-10-14,Motor Vehicle Branch Office,Scottsdale,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,22400
C_CND_019637,2023-10-15,Progressive Shippers Cooperative Association No,Austin,CMP_021,M-Class,Overhead Camshaft,Manual,Pale White,Hardtop,25001
